,UUID,PLAYER,BIRTH_DATE,POS,EXPERIENCE,HEIGHT,WEIGHT,NATIONALITY,COLLEGE
1498,b7a3f701-389f-49ad-8481-fa20a0fb3bde,Jarred Vanderbilt,1999-04-03,PF,2,6-9,214,US,Kentucky
1499,eb594c5a-4361-4408-bea5-8887e119c383,Jarrell Brantley,1996-06-07,PF,1,6-5,250,US,College of Charleston
1500,9a68c3f2-60e1-4f0c-8eca-6540dc597861,Jarrett Allen,1998-04-21,C,3,6-11,243,US,Texas
1501,0a95c5f2-9d6c-4e5b-a3fe-96543728cb6d,Jarrett Culver,1999-02-20,SG,1,6-6,195,US,Texas Tech
1502,1e0e9353-4f15-4207-91f3-ecacc740412b,Jarrett Jack,1983-10-28,PG,12,6-3,200,US,Georgia Tech
1503,7fc9cfd7-4eb1-4a5a-92fe-f7364018619a,Jarrod Uthoff,1993-05-19,PF,1,6-9,221,US,Iowa
1504,ed4f0312-76d9-468f-bab0-ebf4f758808a,Jarron Collins,1978-12-02,C,9,6-11,255,US,Stanford
1505,3caac686-71b0-4826-8bb4-4e9323989cae,Jarvis Hayes,1981-08-09,SF,6,6-7,220,US,"Western Carolina University, Georgia"
1506,27a356a3-0e59-4b30-9f64-731468a6f073,Jarvis Varnado,1988-03-01,PF,1,6-9,230,US,Mississippi State
1507,e100d543-4df6-4cda-abee-e972ae20f9c9,Jason Caffey,1973-06-12,PF,7,6-8,255,US,Alabama
1508,bc485c54-05bb-4cc6-a494-b20752dec8e9,Jason Collier,1977-09-08,C,4,7-0,260,US,"Indiana, Georgia Tech"
1509,6082a131-3323-44ed-9402-077c6df20a32,Jason Collins,1978-12-02,C,12,7-0,255,US,Stanford
1510,9fb834df-a706-4cd9-98fe-45a6737443e0,Jason Hart,1978-04-29,PG,8,6-3,185,US,Syracuse
1511,b44fb9eb-71cd-4c0f-b3aa-27713ee83953,Jason Kapono,1981-02-04,SG,8,6-8,213,US,UCLA
1512,4e39dda7-f3db-400b-b9e6-e123139906d3,Jason Kidd,1973-03-23,SG,18,6-4,205,US,California
1513,4d35fcb7-63c9-4ad1-8a41-4b372e78ba19,Jason Lawson,1974-09-02,C,R,6-11,240,US,Villanova
1514,a955969d-eadd-4cf8-ae42-ee341d3bf09f,Jason Maxiell,1983-02-18,PF,9,6-7,260,US,Cincinnati
1515,cdf0f62c-de1c-4418-8be5-3fb9fd90457c,Jason Richardson,1981-01-20,SG,12,6-6,220,US,Michigan State
1516,3c4de6e0-fde0-4639-bdef-a99008671c16,Jason Sasser,1974-01-13,SF,1,6-7,225,US,Texas Tech
1517,910d7e6e-2f82-4d98-8b3a-a7dc51f99f73,Jason Smith,1986-03-02,C,10,7-0,240,US,Colorado State
1518,a42310d4-7b2a-4c66-8238-27b2be2fd3c7,Jason Terry,1977-09-15,SG,18,6-2,185,US,Arizona
1519,4c1ba87f-88ac-48b7-8127-f42a0b2eda22,Jason Thompson,1986-07-21,C,7,6-11,250,US,Rider University
1520,dad5947b-7d11-4dd1-8a6b-da95a4f70b40,Jason Williams,1975-11-18,PG,11,6-1,190,US,"Marshall, Florida"
1521,606daa4a-f456-4d34-9e7d-e2642df9cefb,Javaris Crittenton,1987-12-31,PG,1,6-5,200,US,Georgia Tech
1522,916a88dc-fcc8-4bec-812c-8604e2f671c6,Javonte Green,1993-07-23,SG,1,6-4,205,US,Radford
1523,b8b8f9a2-25ac-441b-b1b5-b54fd30c1b82,Jawad Williams,1983-02-19,SF,2,6-9,218,US,UNC
1524,49d0f3ac-cd4a-4f2e-82d7-a6d773580db5,Jawann Oldham,1957-07-04,C,9,7-0,215,US,Seattle University
1525,22d5c383-d2e1-44ac-b787-dd514ab445db,Jawun Evans,1996-07-26,PG,1,6-0,185,US,Oklahoma State
1526,86cbd9c5-37f0-4d0a-8334-482ec7163837,Jaxson Hayes,2000-05-23,C,1,6-11,220,US,Texas
1527,6d43d454-49dc-4aed-9bb3-67f06706ac64,Jay Edwards,1969-01-03,SG,R,6-4,185,US,Indiana
1528,45df3edf-269e-4228-8274-31f37664d3ab,Jay Guidinger,1969-08-18,C,1,6-10,255,US,University of Minnesota Duluth
1529,1a72d7d4-b3b9-426d-a7d6-90b9b4c8ba86,Jay Humphries,1962-10-17,SG,10,6-3,185,US,Colorado
1530,90dfecff-a314-4c0b-914e-8a0438285df2,Jay Murphy,1962-06-26,SF,1,6-9,220,US,Boston College
1531,f819d2c6-4b61-49f5-b15b-3ec017ff434c,Jay Scrubb,2000-09-01,SG,R,6-5,220,US,John A. Logan College
1532,9583a859-1f7a-4468-ac72-e410f05f681d,Jay Taylor,1967-10-03,SG,R,6-3,190,US,Eastern Illinois University
1533,1572f87f-af38-4a4d-af16-e3e0fad2fe24,Jay Vincent,1959-06-10,SF,8,6-7,220,US,Michigan State
1534,bd3dacc0-dd74-4790-afa5-a1d5940805c1,Jay Williams,1981-09-10,PG,R,6-2,195,US,Duke
1535,60acf8e2-c763-4295-b516-8d36729f811b,Jaylen Adams,1996-05-04,PG,2,6-0,225,US,St. Bonaventure
1536,19e45ef7-5550-4780-b89d-f63fba2eab29,Jaylen Brown,1996-10-24,SG,4,6-6,223,US,California
1537,0a05709d-371f-49d0-9de0-ec7894d3f4d1,Jaylen Hoard,1999-03-30,SF,1,6-8,216,FR,Wake Forest
1538,a4381482-3468-4241-8ef5-296726cbdcf1,Jaylen Morris,1995-09-19,SG,1,6-5,185,US,Molloy
1539,0e487137-ce96-4c5a-9082-9c06d00c289a,Jaylen Nowell,1999-07-09,SG,1,6-4,201,US,Washington
1540,27a3b62f-2beb-4e73-8cdb-d88de23f0f58,Jayson Tatum,1998-03-03,SF,3,6-8,210,US,Duke
1541,91494d62-9877-4738-a276-4004409307d2,Jayson Williams,1968-02-22,C,8,6-9,240,US,St. John's
1542,0a88ba45-7883-400f-a997-58d557940ac3,Jeff Adrien,1986-02-10,PF,4,6-7,245,US,UConn
1543,52a0f6fa-e11d-44ca-86a6-3af059e94889,Jeff Ayres,1987-04-29,C,5,6-9,240,US,Arizona State
1544,e8345361-1efc-40fc-b27a-a9c48a521000,Jeff Cook,1956-10-21,PF,7,6-10,215,US,Idaho State University
1545,6ac4abe6-eed7-402c-9275-1cc909902b77,Jeff Cross,1961-09-01,PF,R,6-10,240,US,University of Maine
1546,2746800f-ff6f-4434-a9b5-d6d5bdfb8f1e,Jeff Foote,1987-07-14,C,R,7-0,265,US,Cornell
1547,7ed5d691-83ee-43c0-b367-6bbf5f4e7684,Jeff Foster,1977-01-16,C,12,6-11,236,US,Texas State University
1548,2ece1242-c318-4293-b267-a1e5be5c7009,Jeff Grayer,1965-12-17,SG,8,6-5,200,US,Iowa State
1549,030b13c6-aaea-4a80-b2f3-622f96bc38f9,Jeff Green,1986-08-28,PF,12,6-8,235,US,Georgetown
1550,aa6e6adf-4034-4ef9-b0ac-98f6a6da91c2,Jeff Hornacek,1963-05-03,SG,13,6-3,190,US,Iowa State
1551,861d0617-1597-406d-8320-62ec4022836d,Jeff Judkins,1956-03-23,SF,4,6-6,185,US,Utah
1552,fda74479-d708-46d1-a064-c1f94720661f,Jeff Lamp,1959-03-09,SF,5,6-6,195,US,Virginia
1553,0fc14e50-5633-4727-959c-8e73f06eeda8,Jeff Lebo,1966-10-05,SG,R,6-2,180,US,UNC
1554,d3564145-7252-4a86-805f-f13df182cce4,Jeff Malone,1961-06-28,SG,12,6-4,205,US,Mississippi State
1555,b89e8014-d20a-41ab-9255-1b91c161b8d1,Jeff Martin,1967-01-14,PG,1,6-5,195,US,Murray State
1556,976f231b-4014-47a7-86bb-c6aaaede3e90,Jeff McInnis,1974-10-22,PG,10,6-4,190,US,UNC
1557,e65ce230-7b75-417b-afeb-f6169afc145f,Jeff Mullins,1942-03-18,SG,11,6-4,190,US,Duke
1558,863ad36b-f42f-4f0b-93e6-b3fac5be8d65,Jeff Nordgaard,1973-02-23,PF,R,6-7,225,US,Green Bay
1559,cebba766-fb09-4b15-ad9f-46dd5a14c973,Jeff Ruland,1958-12-16,C,7,6-10,240,US,Iona College
1560,bab6c36d-0a26-404a-8726-f7abeaaa6b5c,Jeff Sanders,1966-01-14,PF,3,6-8,225,US,Georgia Southern University
1561,dc284881-bf09-4277-98b7-db73ad1f6c68,Jeff Sheppard,1974-09-29,SG,R,6-3,190,US,Kentucky
1562,0f674bdd-4b26-4f92-a5d9-32e97623fafc,Jeff Taylor,1960-01-01,SG,1,6-4,175,US,Texas Tech
1563,49529498-8bdf-42e1-a589-4fdc53aa049e,Jeff Taylor,1989-05-23,SF,2,6-7,225,SE,Vanderbilt
1564,6fee2621-ec2d-4a4d-997e-f469488965f5,Jeff Teague,1988-06-10,PG,11,6-3,195,US,Wake Forest
1565,6d24f9e8-bd4b-4b4c-85a7-e1473868bea4,Jeff Trepagnier,1979-07-11,SG,2,6-4,200,US,USC
1566,3e3d029c-e196-4916-ae1b-312066cbfc02,Jeff Turner,1962-04-09,PF,9,6-9,230,US,Vanderbilt
1567,4d6fc164-226c-453a-8785-8e33bd00b52a,Jeff Wilkins,1955-03-09,C,5,6-11,230,US,Illinois State
1568,026d1f99-055f-4bd4-8df3-108c3f9270c9,Jeff Withey,1990-03-07,C,4,7-0,231,US,Kansas
1569,536e222f-aeb1-4062-af7b-75c5862a3c46,Jelani McCoy,1977-12-06,C,7,6-10,245,US,UCLA
1570,14c4a65d-5975-4d91-be1b-4cf380e89fb5,Jemerrio Jones,1995-04-09,SF,R,6-5,174,US,"Hill College, New Mexico State"
1571,7a84dbd9-e354-432b-a4db-4bc3fa7ccadd,Jerald Honeycutt,1974-10-20,PF,1,6-9,245,US,Tulane
1572,9d7f2287-b448-43d9-91df-dff27942dac9,Jerami Grant,1994-03-12,SF,6,6-8,210,US,Syracuse
1573,36c28c8e-ca43-4589-98e6-420137db7165,Jerel McNeal,1987-06-01,PG,R,6-3,200,US,Marquette
1574,2ba19299-dfa9-48db-bb4f-67bb0202e00c,Jeremiah Martin,1996-06-19,PG,1,6-3,185,US,Memphis
1575,34a39465-1432-4a9e-b927-255994ff3ee8,Jeremy Evans,1987-10-24,SF,6,6-9,200,US,Western Kentucky
1576,a3afa42a-095e-49d0-b276-6c2aac9d3ef1,Jeremy Lamb,1992-05-30,SG,8,6-5,180,US,UConn
1577,0902f6c8-10c1-4477-8f83-c92a6cf8d955,Jeremy Lin,1988-08-23,PG,8,6-3,200,US,Harvard University
1578,df62fea0-7d57-4fe2-a4e9-e0ee45823ffd,Jeremy Pargo,1986-03-17,PG,2,6-2,219,US,Gonzaga
1579,2e2fae6c-ab48-4725-9d37-6ea900e46273,Jeremy Richardson,1984-03-01,SF,2,6-6,185,US,Delta State University
1580,2f536d24-cd42-4649-b76c-fee64dfe2cf2,Jeremy Tyler,1991-06-21,C,2,6-10,260,US,
1581,c4f2d5d9-d58e-4e27-a0d2-d1d514b7c3f8,Jerian Grant,1992-10-09,SG,4,6-4,205,US,Notre Dame
1582,1b43cab7-f3ae-4058-af37-19ada62608c5,Jermaine Jackson,1976-06-07,PG,4,6-4,204,US,Detroit Mercy
1583,95821e93-6eb0-4420-ab72-90bdf45b9989,Jermaine O'Neal,1978-10-13,PF,17,6-11,226,US,
1584,fe89b441-0dea-4574-8d52-e4e24656393e,Jermaine Taylor,1986-12-08,SG,1,6-4,210,US,Central Florida
1585,b800632c-275c-4408-abdc-e5290e6b6ae3,Jermareo Davidson,1984-11-15,SF,1,6-10,230,US,Alabama
1586,a68efda3-07fd-4a0c-8ef8-4c3cf5171497,Jerome Allen,1973-01-28,SG,1,6-4,184,US,Penn
1587,30dd5635-e357-4faa-b69a-599df542bd15,Jerome Anderson,1953-10-09,SG,1,6-5,195,US,West Virginia
1588,0c310afb-beea-4797-8502-dca0998edd21,Jerome Beasley,1980-05-17,PF,R,6-10,237,US,"Midland College, University of North Dakota"
1589,343e43ba-88b1-4f14-ae94-dd0a176e888e,Jerome Dyson,1987-05-01,PG,R,6-3,180,US,UConn
1590,bbcb6a1b-63f1-4b28-a9de-2ef0dbbdadc4,Jerome Harmon,1969-02-06,SG,R,6-4,190,US,Louisville
1591,362bbb9f-d7d4-4dc5-93a0-eee77f80dcbc,Jerome Henderson,1959-10-05,PF,1,6-11,230,US,New Mexico
1592,e40ed666-a163-4d67-bdab-a8dfa5a8b387,Jerome James,1975-11-17,C,8,7-0,300,US,Florida A&M
1593,9bb9786f-9454-48e3-b830-f3c4e2109860,Jerome Jordan,1986-09-29,C,1,7-0,253,JM,Tulsa
1594,e53bbe85-764a-448f-91cf-1cbb280c37eb,Jerome Kersey,1962-06-26,SF,16,6-7,215,US,Longwood University
1595,a8a129a7-035f-4af5-b230-56e5e75ab6cc,Jerome Lane,1966-12-04,PF,4,6-6,230,US,Pitt
1596,9c3ec1a4-667d-44dc-84ae-c886d581e68a,Jerome Robinson,1997-02-22,SG,2,6-4,190,US,Boston College
1597,cd323e4f-3c87-44e5-b0df-1cc1b7f21c19,Jerome Whitehead,1956-09-30,C,10,6-10,220,US,Marquette
1598,589eb135-819f-4d16-be5d-71b95049db82,Jerome Williams,1973-05-10,SF,8,6-9,206,US,Georgetown
1599,110f415e-88e9-4e24-8d1a-172009c936e5,Jerrelle Benimon,1991-08-01,PF,R,6-8,245,US,"Georgetown, Towson University"
1600,e064c3c9-818b-44fe-9d3d-24ea74c29027,Jerrod Mustaf,1969-10-28,PF,3,6-10,238,US,Maryland
1601,9a6c3965-2594-455a-8951-fafa771c62c5,Jerry Baskerville,1951-11-10,SF,R,6-7,190,US,Temple
1602,9ab2bcff-b479-41d1-b2bb-c8a34eee54c5,Jerry Eaves,1959-02-08,PG,3,6-4,180,US,Louisville
1603,fcdf1fae-0a88-4d4e-921e-1fc6403a03cf,Jerry Reynolds,1962-12-23,SF,7,6-8,200,US,LSU
1604,4ca6e98e-44f6-4b8b-9a1a-cb33ce21661c,Jerry Sichting,1956-11-29,PG,9,6-1,168,US,Purdue
1605,f5ffdebf-fb05-421c-9aee-7d46a30837a4,Jerry Sloan,1942-03-28,SG,10,6-5,195,US,University of Evansville
1606,0d33d114-2a49-48d6-850c-8a06691663a6,Jerry Smith,1987-09-26,PG,R,6-2,190,US,Louisville
1607,0691f025-252f-482a-a301-09c9a0da272d,Jerry Stackhouse,1974-11-05,SF,17,6-6,218,US,UNC
1608,bb0e38d5-5f4d-43b1-bc30-14bb45c4719e,Jerryd Bayless,1988-08-20,PG,10,6-3,200,US,Arizona
1609,005e1eb7-bec7-4fff-9281-30c0b29caf0e,Jeryl Sasser,1979-02-13,SG,1,6-6,200,US,SMU
1610,ce9387f3-75b1-48c8-8f06-86b0d4fbf80d,Jevon Carter,1995-09-14,PG,2,6-1,200,US,West Virginia
1611,628a981e-8060-455e-89e0-9b0fbbd17b8b,Jim Ard,1948-09-19,C,7,6-8,215,US,Cincinnati
1612,5876e06d-57f4-42ab-93bb-9e0ae0faf714,Jim Barnett,1944-07-07,SG,10,6-4,170,US,Oregon
1613,85755c9e-a5bf-4a38-87e0-a74f96344b32,Jim Bostic,1953-01-28,PF,R,6-7,225,US,New Mexico State
1614,58b9050e-dc6d-47c6-9c1e-22b792ca2b1e,Jim Brewer,1951-12-03,PF,8,6-9,210,US,Minnesota
1615,7c88dacd-06f3-4236-a132-bd43c632c6c5,Jim Brogan,1958-02-24,SG,1,6-4,185,US,West Virginia Wesleyan College
1616,6ec15a6c-9905-47e5-94fa-507e46d89770,Jim Chones,1949-11-30,PF,8,6-11,220,US,Marquette
1617,bbf88b11-c07b-4ec4-8533-8716cc722c03,Jim Cleamons,1949-09-13,PG,8,6-3,185,US,Ohio State
1618,e703ce5c-df20-4a7f-ac5f-b6f5f8282658,Jim Creighton,1950-04-18,SF,R,6-8,200,US,Colorado
1619,651d1baf-5a5b-4c73-82c5-de40546645d8,Jim Eakins,1946-05-24,C,9,6-11,215,US,BYU
1620,224d382a-f675-4ef1-b12f-c09f3eef9b14,Jim Farmer,1964-09-23,SG,4,6-4,190,US,Alabama
1621,ed9b44eb-9794-4edd-92fa-65e771b5375d,Jim Fox,1943-04-07,C,9,6-10,230,US,South Carolina
1622,d3b21369-a8ca-4baa-82be-2b1d8a4fbe87,Jim Grandholm,1960-10-04,PF,R,7-0,235,US,"Florida, South Florida"
1623,3b2e5e63-693d-426e-b29a-2ac34b2a3b34,Jim Jackson,1970-10-14,SF,13,6-6,220,US,Ohio State
1624,aa46ff46-a6fd-4b26-a26c-335c09eeb823,Jim Johnstone,1960-09-20,C,R,6-11,245,US,Wake Forest
1625,1c15cab3-3ec0-4590-af76-49fb7ceeed7c,Jim Lampley,1960-07-02,C,R,6-10,230,US,"Vanderbilt, Little Rock"
1626,ea6dc57a-eef7-4384-83aa-b7c25e44bf93,Jim Les,1963-08-18,PG,6,5-11,165,US,"Cleveland State University, Bradley"
1627,655cb00a-5892-4d95-8047-e58a5d06ebfa,Jim McDaniels,1948-04-02,C,4,6-11,228,US,Western Kentucky
1628,97a6211d-193f-4843-9b68-e328a7849f51,Jim McElroy,1953-10-04,PG,6,6-3,190,US,Central Michigan University
1629,080ae37d-b739-475c-a583-6c5ffd310f38,Jim McIlvaine,1972-07-30,C,6,7-1,240,US,Marquette
1630,3ae4f0d4-5bb0-4974-844a-79df281a4c2d,Jim McMillian,1948-03-11,SF,8,6-5,215,US,Columbia University
1631,a657bf09-2036-4b04-bb65-fc06387dbb2f,Jim Paxson,1957-07-09,PG,10,6-6,200,US,Dayton
1632,0c6c091b-e54f-4893-bdaf-a6ace3b56317,Jim Petersen,1962-02-22,PF,7,6-10,235,US,Minnesota
1633,18846e93-2ae5-4e3b-9656-7269374cd730,Jim Price,1949-11-27,PG,6,6-3,195,US,Louisville
1634,67aee47d-bcd2-4b10-967b-aedc6190fb41,Jim Rowinski,1961-01-04,PF,1,6-8,250,US,Purdue
1635,12c07b45-22e3-443f-8a1f-6d896c6f7a39,Jim Smith,1958-04-12,PF,1,6-9,225,US,Ohio State
1636,9ddb8246-36e2-44d2-9507-7a23e281930a,Jim Spanarkel,1957-06-28,SG,4,6-5,190,US,Duke
1637,2dc44ac6-2add-4f1c-8a30-ac00e9aff788,Jim Thomas,1960-10-19,SG,3,6-3,190,US,Indiana
1638,ccce5322-69dc-44ce-955d-1967e3626364,Jim Washington,1943-07-01,PF,10,6-6,210,US,Villanova
1639,1711b44c-e482-4178-b782-2d3217d88a0f,Jim Zoet,1953-12-20,C,R,7-1,240,CA,Kent State University
1640,3dbf0665-7b97-419a-aa49-d6799946c4be,Jimmer Fredette,1989-02-25,SG,5,6-2,195,US,BYU
1641,2e65679d-6a56-4565-8fd2-a4c951efdf3c,Jimmy Butler,1989-09-14,SF,9,6-7,230,US,Marquette
1642,a5db9f52-f9f9-4a9d-af40-04455b819256,Jimmy Carruth,1969-11-04,PF,R,6-10,265,US,Virginia Tech
1643,fe298b60-3a3f-4cf8-9de4-7b2683a467a3,Jimmy King,1973-08-09,SG,1,6-5,210,US,Michigan
1644,af19fc1f-68e9-4a3b-8eb0-2d643aa9233d,Jimmy Oliver,1969-07-12,SG,4,6-5,205,US,Purdue
1645,dce91c6e-5e0b-46e0-b5aa-973636f4908a,Jimmy Walker,1944-04-08,SG,8,6-3,195,US,Providence
1646,091bacd2-ed91-484b-9772-fcea1eafee2c,Jiří Welsch,1980-01-27,SF,3,6-7,208,CZ,
1647,874a4af7-6883-4c5c-8896-e4bc5ad66ddf,Jo Jo English,1970-02-04,SG,2,6-4,195,DE,South Carolina
1648,6ff1682b-cbac-4759-a7fd-62217caabdb2,Jo Jo White,1946-11-16,PG,11,6-3,190,US,Kansas
1649,bc1c0499-7e72-4ea8-b6aa-57a30588a351,Joakim Noah,1985-02-25,C,12,6-11,230,US,Florida
1650,5f8aa857-fdeb-4fc6-9ddf-319f38d9958d,Jodie Meeks,1987-08-21,SG,9,6-4,210,US,Kentucky
1651,4d7028f2-f050-4ff1-b828-9fd26493d44e,Joe Alexander,1986-12-26,SF,1,6-8,230,TW,West Virginia
1652,53ed04ee-ee1e-4574-b509-791a7690f4a1,Joe Arlauckas,1965-07-20,SF,R,6-9,230,US,Niagara University
1653,256fdb11-2cd0-4480-84e8-6dca4f279c49,Joe Barry Carroll,1958-07-24,C,9,7-0,225,US,Purdue
1654,4e41b4bc-dbb8-44b7-a60d-c9b9560d168b,Joe Binion,1961-03-26,PF,R,6-8,235,US,North Carolina A&T
1655,a2e75198-b28d-43bc-b961-fd4b021dc5d2,Joe Bryant,1954-10-19,SF,7,6-9,185,US,La Salle
1656,ec7d8336-021a-438d-a47b-8ba745f5e2e6,Joe Chealey,1995-11-01,PG,1,6-3,190,US,College of Charleston
1657,5acd308a-acda-47ae-af41-38b3da190b7e,Joe Cooper,1957-09-01,C,2,6-10,230,US,"Howard University, Tulsa, Colorado"
1658,848038e8-27bb-4042-9913-4d77514ead55,Joe Courtney,1969-10-17,PF,3,6-8,235,US,"Mississippi State, Southern Miss"
1659,34b6458b-b3d2-4bee-9f33-13a2bf35610b,Joe Crawford,1986-06-17,SF,R,6-5,210,US,Kentucky
1660,096f3ed3-2ad4-45e3-a7ce-628dd03cf100,Joe Crispin,1979-07-18,PG,R,6-0,185,US,Penn State
1661,ab9025d1-76f4-4a00-b313-9bbf648665f6,Joe Dumars,1963-05-24,SG,13,6-3,190,US,McNeese State University
1662,bcb793ec-9d15-4783-a16a-f8627374ccdb,Joe Harris,1991-09-06,SF,6,6-6,220,US,Virginia
1663,2b386f8b-88c0-4c1b-91bc-19c28b132e9a,Joe Hassett,1955-09-11,SG,5,6-5,180,US,Providence
1664,e432a7ba-8b5b-4e1a-9bb9-f820ebd72c3d,Joe Ingles,1987-10-02,SF,6,6-8,220,AU,
1665,75e5e731-0e36-4a42-9c32-94bb6c24393f,Joe Johnson,1981-06-29,SF,16,6-7,240,US,Arkansas
1666,20170e31-716e-45b2-80c6-a650a3a31713,Joe Kleine,1962-01-04,C,14,6-11,255,US,"Notre Dame, Arkansas"
1667,f758a54f-7eac-4142-b8ef-776d0b902a47,Joe Kopicki,1960-06-12,PF,2,6-9,240,US,Detroit Mercy
1668,9b24bbfe-dc2d-44ab-b298-39b8eb9ee75a,Joe Meriweather,1953-10-26,C,9,6-10,215,US,Southern Illinois
1669,d8a0e2b4-6e0b-4dd6-9cac-950be483c88b,Joe Smith,1975-07-26,PF,15,6-10,225,US,Maryland
1670,e2493b04-f82f-42f9-8314-08afa6febdb0,Joe Stephens,1973-01-28,SF,2,6-7,210,US,"Colorado, Little Rock"
1671,6078625d-d648-4440-abf7-9ce72bbedb4c,Joe Wolf,1964-12-17,PF,9,6-11,230,US,UNC
1672,27ae9869-5d1a-4152-96ec-a434dece8965,Joe Young,1992-06-27,PG,2,6-2,180,US,"Houston, Oregon"
1673,42cf609a-115d-41b7-bb59-221f1687cdd8,Joel Anthony,1982-08-09,C,9,6-9,245,CA,UNLV
1674,be46a075-fe76-47a5-8448-57b28621c44b,Joel Bolomboy,1994-01-28,PF,1,6-9,235,UA,Weber State
1675,384116fd-d7be-490b-bae2-bd47f4afa41b,Joel Embiid,1994-03-16,C,4,7-0,280,CM,Kansas
1676,fc8c6349-349e-4d0b-9f9a-b8e10b4179d8,Joel Freeland,1987-02-07,C,2,6-10,250,GB,
1677,c8814fd3-cd65-43b0-abc5-80f2021af111,Joel Kramer,1955-11-30,C,4,6-7,203,US,San Diego State
1678,f4ea159b-ba7f-46de-94ef-eb632ab21a9f,Joel Przybilla,1979-10-10,C,12,7-1,255,US,Minnesota
1679,01388ca1-18cf-4a31-9298-21b73b36cc78,Joey Dorsey,1983-12-16,PF,3,6-8,268,US,Memphis
1680,2cfe1725-def7-479b-bb34-f1221165c6da,Joey Graham,1982-06-11,SF,5,6-7,225,US,"Central Florida, Oklahoma State"
1681,8318f7a4-9e72-4c72-be01-beff7efb47ae,Joffrey Lauvergne,1991-09-30,C,3,6-11,220,FR,
1682,02ba258d-2c61-44f8-a77b-060eeff12a79,Johan Petro,1986-01-27,C,7,7-0,247,FR,
1683,e66b4c80-e3d4-42c9-a268-bbe40cd10d19,John Amaechi,1970-11-26,C,4,6-10,270,US,"Vanderbilt, Penn State"
1684,4b201aa8-e2fc-49a3-99ae-bfa0a0f0ceab,John Bagley,1960-04-23,PG,10,6-0,185,US,Boston College
1685,c7cbafa7-9c95-48fa-848c-1a40741271d0,John Battle,1962-11-09,SG,9,6-2,175,US,Rutgers University
1686,66600327-cb20-4d8c-b25c-ba21e4615a66,John Block,1944-04-16,PF,9,6-9,207,US,USC
1687,39a328f6-33a2-4758-95d2-63fc3f8d99e4,John Brown,1951-12-14,SF,6,6-7,220,DE,Missouri
1688,fa69c190-f954-42a3-91a3-df31f59cfe1b,John Celestand,1977-03-06,PG,R,6-4,178,US,Villanova
1689,14035976-36a6-4184-8929-0bdd4ce9a85b,John Coker,1971-10-28,C,2,7-0,253,US,Boise State
1690,313563e5-f154-4062-86ca-4155ebf11faf,John Collins,1997-09-23,PF,3,6-9,235,US,Wake Forest
1691,03c999d8-560c-48f4-ad4a-bd5c3ff5c068,John Coughran,1951-09-12,SF,R,6-7,225,US,California
1692,fc9f124c-40a5-4c9b-8a57-babf1f9a89a6,John Crotty,1969-07-15,PG,10,6-1,185,US,Virginia
1693,86f450d3-59eb-40d0-bf83-5a0d129b942c,John Douglas,1956-06-12,SG,1,6-2,170,US,Kansas
1694,020d5768-0202-4fc7-b5db-cf33b250a6b5,John Drew,1954-09-30,SF,10,6-6,205,US,Gardner-Webb University
1695,fa51d27b-dae0-4474-bb24-b5ac494f683c,John Duren,1958-10-30,PG,2,6-3,195,US,Georgetown
1696,f463c09a-0c9a-46b5-bcfe-cf792d13c79d,John Edwards,1981-07-31,C,1,7-0,275,US,Kent State University
1697,1155ee1b-40c9-4636-8aa3-d502dd2aa15d,John Garris,1959-06-06,PF,R,6-8,205,US,"Michigan, Boston College"
1698,09653ccb-3370-44a2-ab65-37ad388a9e0e,John Gianelli,1950-06-10,C,7,6-10,220,US,University of the Pacific
1699,708b79c7-bc05-48a1-a99f-acf7e156c9ee,John Greig,1961-04-28,SF,R,6-7,215,US,Oregon
1700,cfd2df83-a5bc-464e-8282-fd762d2442ae,John Havlicek,1940-04-08,SF,15,6-5,203,US,Ohio State
1701,d700f8dd-b438-47e6-92d9-cdb84a9261aa,John Henson,1990-12-28,C,7,6-9,219,US,UNC
1702,7df51eb0-fef2-4103-ad99-3faac22af55f,John Holland,1988-11-06,SF,2,6-5,205,US,Boston University
1703,6389ae0a-1061-4b7c-851f-77219d3a77af,John Hummer,1948-05-04,PF,5,6-9,230,US,Princeton
1704,8fb429b8-49e9-4204-be8d-b1e06f77b280,John Jenkins,1991-03-06,SG,5,6-4,215,US,Vanderbilt
1705,850f2340-7c5b-415a-9aa5-36023ebe4675,John Johnson,1947-10-18,SF,11,6-7,200,US,Iowa
1706,37d03769-df1a-4672-a983-0807ac5141a8,John Konchar,1996-03-22,SG,1,6-5,210,US,Purdue-Fort Wayne
1707,9cc55c9b-bfd5-4d64-8081-ed41db4fb41b,John Kuester,1955-02-06,PG,2,6-2,180,US,UNC
1708,99db81a9-deee-4fe2-ad12-b78dfbb99eca,John Lambert,1953-01-14,PF,6,6-10,225,US,USC
1709,c6e29a78-cf6c-4577-b74d-7d580bd3a898,John Laskowski,1953-06-07,SG,1,6-6,185,US,Indiana
1710,3d0cf1e5-9a8e-48a9-bcd7-c532815c4887,John Long,1956-08-28,SG,13,6-5,195,US,Detroit Mercy
1711,7bd80ff2-31fd-45db-b9c2-cd1329c0b274,John Lucas,1953-10-31,PG,13,6-3,175,US,Maryland
1712,b6d677e5-a631-494b-96ca-b17302739b3b,John Lucas III,1982-11-21,PG,7,5-11,166,US,"Baylor, Oklahoma State"
