,UUID,PLAYER,BIRTH_DATE,POS,EXPERIENCE,HEIGHT,WEIGHT,NATIONALITY,COLLEGE
217,e6153955-6b70-49f4-9121-6949c3ba0773,Avery Johnson,1965-03-25,PG,15,5-10,175,US,"Cameron University, Southern University and A&M College"
218,14913e7b-cd33-4292-a0c0-fd1390a11e7d,Awvee Storey,1977-04-18,SG,2,6-6,222,US,"Illinois, Arizona State"
219,872c85be-4d2e-4ebe-aa47-403cbe49e7a2,Axel Toupane,1992-07-23,SF,2,6-7,197,FR,
220,4d2a1a2b-3b51-4974-8d82-0369e5103f35,B.J. Armstrong,1967-09-09,PG,10,6-2,175,US,Iowa
221,223e5e24-e7c9-4cdc-a65d-e58b586aa197,B.J. Johnson,1995-12-21,SF,1,6-7,200,US,"Syracuse, La Salle"
222,c6cd1146-6e68-4d66-bd92-4efff9037815,B.J. Tyler,1971-04-30,PG,R,6-1,185,US,"DePaul, Texas"
223,6bb7d08e-0692-4481-83be-6cdad8eabb30,Bam Adebayo,1997-07-18,C,3,6-9,255,US,Kentucky
224,f626dfaf-b189-4501-a107-d92ecbf38144,Baron Davis,1979-04-13,PG,12,6-3,209,US,UCLA
225,a54a9c3d-3cac-48d0-8555-807d12e3d568,Barry Clemens,1943-05-01,SF,10,6-6,210,US,Ohio Wesleyan University
226,5b6deaf0-97df-4732-8121-97e35868e645,Barry Stevens,1963-01-17,SF,R,6-5,195,US,Iowa State
227,9eed4f34-d03e-44e6-9ea5-8d3c05038493,Barry Sumpter,1965-11-11,PF,R,6-11,215,US,"Louisville, Austin Peay State University"
228,06a95898-ee13-4106-93a0-0b9fca2135d2,Bart Kofoed,1964-03-24,SG,4,6-4,210,US,"Hastings College, University of Nebraska at Kearney"
229,f1649d9b-1cc8-42ec-8f31-49f4f57e97b5,Bayard Forrest,1954-07-08,C,1,6-10,235,US,Grand Canyon University
230,6c1d5120-e8e9-4631-8997-8aa2f121dc3c,Ben Bentil,1995-03-29,PF,R,6-9,235,GH,Providence
231,bcac5453-01a9-4c90-baaf-9cd5345ddfc4,Ben Coleman,1961-11-14,PF,4,6-9,235,US,"Minnesota, Maryland"
232,573b4cfe-4d4b-4543-b8f8-f66cbf961db9,Ben Davis,1972-12-26,PF,3,6-9,240,US,"Kansas, Arizona"
233,4d178dba-01b2-4774-b6e9-697b1c66cce2,Ben Gillery,1965-09-19,C,R,7-0,235,US,Georgetown
234,171e9120-eda1-4400-9fd1-7ad5d7bf53bb,Ben Gordon,1983-04-04,SG,10,6-3,200,GB,UConn
235,fedf814a-0211-414a-a220-5436dd9e4b1c,Ben Handlogten,1973-11-16,C,1,6-10,240,US,Western Michigan
236,77a9224d-d339-4f91-a7c5-3e999270462b,Ben Hansbrough,1987-12-23,PG,R,6-3,203,US,"Mississippi State, Notre Dame"
237,c2931598-6f22-4f2a-b675-9b222e7a2f62,Ben McDonald,1962-07-20,PF,3,6-8,210,US,"University of California, Irvine"
238,7cc71494-8c63-4403-bc6c-9857914880a3,Ben McLemore,1993-02-11,SG,7,6-3,195,US,Kansas
239,f884ea06-12df-42b4-97f6-c586d54ae2da,Ben Moore,1995-05-13,PF,R,6-8,220,US,SMU
240,24b10d95-e6e4-4ba1-beb6-1bd840ad02ba,Ben Poquette,1955-05-07,PF,9,6-9,235,US,Central Michigan University
241,52571ed7-bdf3-44e5-8f22-8633983f70d6,Ben Simmons,1996-07-20,PG,3,6-11,240,AU,LSU
242,613855ac-041a-400e-aba3-6c917580a911,Ben Uzoh,1988-03-19,PG,1,6-3,205,US,Tulsa
243,3e4f53e1-ae17-4681-a43b-7c6c4f75a876,Ben Wallace,1974-09-10,C,15,6-9,240,US,Virginia Union University
244,7604b4a7-5fa9-4e2a-b955-08318a2cf8c4,Beno Udrih,1982-07-05,PG,12,6-3,205,SI,
245,ff07f5cc-136d-4974-940d-adc0e7f81a44,Benoit Benjamin,1964-11-22,C,14,7-0,250,US,Creighton
246,43ea3970-d663-4a0b-aa31-836bed646865,Bernard James,1985-02-07,C,2,6-10,240,US,Florida State
247,eb8eadaf-b7a1-453a-8711-afebeced4fff,Bernard King,1956-12-04,SF,13,6-7,205,US,Tennessee
248,86d96f3c-74ef-45be-885b-267c1d3f6723,Bernard Robinson,1980-12-26,SG,2,6-6,210,US,Michigan
249,1a73a3ed-6949-4fad-87f1-b165fead2421,Bernard Thompson,1962-08-30,PF,4,6-6,210,US,Fresno State
250,881fa6bd-9234-4acb-8ee6-53887bc6a0a2,Bernard Toone,1956-07-14,PF,R,6-9,210,US,Marquette
251,2ac78aeb-e71e-4e94-9438-90add8f6df14,Bill Bradley,1943-07-28,SF,9,6-5,205,US,Princeton
252,9a231004-d363-48ec-b44d-159f83c0c083,Bill Cartwright,1957-07-30,C,14,7-1,245,US,San Francisco
253,26672b97-267d-49b4-9535-056833ae1ebf,Bill Curley,1972-05-29,PF,4,6-9,220,US,Boston College
254,1432945f-cd3c-43c1-b5b3-3363d19c7bcd,Bill Edwards,1971-09-22,PF,R,6-8,215,US,Wright State University
255,e8c17c61-d5ed-462e-9091-ad325e23638b,Bill Garnett,1960-04-22,PF,3,6-9,225,US,Wyoming
256,97f8a228-eef9-41f0-a8d3-dd3ec7646724,Bill Hanzlik,1957-12-06,PF,9,6-7,185,US,Notre Dame
257,44af57f0-7a86-4454-a7d7-43a91ae1b814,Bill Jones,1966-03-18,PF,R,6-7,175,US,Iowa
258,575ce20f-918d-439c-82b5-ffb8d07b7516,Bill Laimbeer,1957-05-19,C,13,6-11,245,US,Notre Dame
259,57ea1d2c-a3cf-4b5e-bb1f-60321adc5c2d,Bill Martin,1962-08-16,SF,2,6-7,205,US,Georgetown
260,752ccf4a-3ab1-45d4-9a92-cf5e0e532e6e,Bill Mayfield,1957-10-17,SF,R,6-7,205,US,Iowa
261,c64d334b-0f71-4599-b854-fcc4e5b1c052,Bill Robinzine,1953-01-20,PF,6,6-7,230,US,DePaul
262,46a1a306-4c06-4833-b216-1557a7c56a51,Bill Walton,1952-11-05,C,9,6-11,210,US,UCLA
263,eae81a78-583d-4561-911d-13bd930ecd4f,Bill Wennington,1963-04-26,C,12,7-0,245,CA,St. John's
264,ad35e883-f2bb-4300-a353-b81689d28595,Bill Willoughby,1957-05-20,SF,7,6-8,205,US,
265,7058572c-1d49-4954-ac2a-b363688296d7,Billy Cunningham,1943-06-03,SF,10,6-6,210,US,UNC
266,7a9c70fb-d590-419e-b2ea-f73e9f85c0a6,Billy Donovan,1965-05-30,PG,R,5-11,171,US,Providence
267,3776529b-3254-438e-a3c8-dbcbedef101c,Billy Garrett,1994-10-16,SG,R,6-6,213,US,DePaul
268,31646b94-438d-4402-9218-30ab75c5f964,Billy Knight,1952-06-09,SF,10,6-6,195,US,Pitt
269,99b45e9d-dfa7-41ed-9f1a-3278e1722758,Billy McKinney,1955-06-05,PG,6,6-0,160,US,Northwestern
270,26986c96-f22e-4328-ac9e-05d02e885649,Billy Owens,1969-05-01,PF,9,6-8,220,US,Syracuse
271,bc815bf8-b14e-4f32-bfae-8694b888c12d,Billy Paultz,1948-07-30,C,14,6-11,235,US,"Cameron University, St. John's"
272,0f3e6272-ba9a-4701-9f8f-e75160175f54,Billy Ray Bates,1956-05-31,SG,3,6-4,210,US,Kentucky State University
273,808467fe-2365-4faa-a741-6f9939e03782,Billy Reid,1957-09-10,SG,R,6-5,190,US,"New Mexico, San Francisco"
274,42a79846-617d-4008-9bfb-26f7814aa3f1,Billy Thomas,1975-12-23,SF,2,6-4,208,US,Kansas
275,c76ad3ef-f60b-4e63-801d-a3bb38f6cd22,Billy Thompson,1963-12-01,SF,5,6-7,195,US,Louisville
276,164872a5-bacf-4a62-bf3f-5fef7b6be1b7,Bimbo Coles,1968-04-22,PG,13,6-1,180,US,Virginia Tech
277,0f1d686a-f5ce-4089-b889-9e4344fdd8fd,Bingo Smith,1946-02-26,SF,10,6-5,195,US,Tulsa
278,7af0008d-3516-43e9-8284-76c6cfd55b42,Bird Averitt,1952-07-22,SG,4,6-1,170,US,Pepperdine
279,a1832816-f23e-4a10-ba56-17c4f9c7e388,Bismack Biyombo,1992-08-28,C,9,6-8,255,CD,
280,92b554f1-2cf4-47ac-b7ab-0dcfa961f371,Bison Dele,1969-04-06,C,7,6-9,235,US,"Maryland, Arizona"
281,2bacd1a0-668f-402d-b46c-892e78e1197e,Blair Rasmussen,1962-11-13,C,7,7-0,250,US,Oregon
282,fdb6b9c1-933f-4a50-84be-244afb18ce85,Blake Ahearn,1984-05-27,PG,2,6-2,190,US,Missouri State
283,404beb7d-7a84-4e0f-9cc5-ffa179479d77,Blake Griffin,1989-03-16,PF,10,6-9,250,US,Oklahoma
284,65233047-8f0a-47b1-b345-a54e7a2c1b7e,Blue Edwards,1965-10-31,SF,9,6-4,200,US,East Carolina University
285,7f38b37b-3ec9-4c6d-b770-b00889f5baf2,Bo Ellis,1954-08-08,PF,2,6-9,197,US,Marquette
286,16ccc42e-72c7-45ed-b8b3-daefe3718833,Bo Kimble,1966-04-09,SG,2,6-4,190,US,"USC, Loyola Marymount"
287,eb62264d-eb52-4e1d-bca8-d950bb2e5c6f,Bo Lamar,1951-04-07,PG,3,6-1,180,US,Louisiana
288,3309cfe9-9b92-4946-9614-951d5c6b3b16,Bo Outlaw,1971-04-13,PF,14,6-8,210,US,"South Plains College, Houston"
289,308c9e93-ca68-40a8-8c47-e1d69301e07e,Bob Bigelow,1953-12-26,SF,3,6-7,215,US,Penn
290,514a3c44-e526-4555-90e3-881cdaa51c7b,Bob Carrington,1953-07-03,SG,1,6-6,195,US,Boston College
291,132f3054-834d-47e6-8dd6-6ee2522905ad,Bob Dandridge,1947-11-15,SF,12,6-6,195,US,Norfolk State
292,9643f4a2-9964-4980-807a-02f4cd75e46f,Bob Elliott,1955-08-18,C,2,6-9,225,US,Arizona
293,b1c4a18e-6497-4d55-bee5-76851fba3b6b,Bob Gross,1953-08-03,SF,7,6-6,200,US,"Seattle University, Cal State Long Beach"
294,9c23b0d5-1e0a-428c-a068-5d0fa963963c,Bob Hansen,1961-01-18,SG,8,6-6,190,US,Iowa
295,9d15481c-e6b6-47f0-91b6-cbd39a23acb9,Bob Lanier,1948-09-10,C,13,6-11,250,US,St. Bonaventure
296,768d69b3-1b90-42c3-b71f-f02bbac604cf,Bob Love,1942-12-08,SF,10,6-8,215,US,Southern University and A&M College
297,36964818-b346-4930-b884-ac9cc5548935,Bob Martin,1969-10-07,C,1,7-0,250,US,Minnesota
298,f17e0d14-4ae0-4638-b2de-dafae4341715,Bob McAdoo,1951-09-25,C,13,6-9,210,US,"Vincennes University, UNC"
299,0d376474-970f-407f-84a3-4f36c5000b1c,Bob McCann,1964-04-22,SF,4,6-6,244,US,"Upsala College, Morehead State University"
300,c84c7fde-4c44-424a-9e8b-9fc1422ecbbc,Bob Miller,1956-07-09,PF,R,6-10,230,US,Cincinnati
301,cbb489e4-ce48-4e93-b721-9ddbb2537eb7,Bob Nash,1950-08-24,SF,4,6-8,195,US,Hawaii
302,f84c4ad3-5cbe-4729-ae22-79d4a786e7bc,Bob Sura,1973-03-25,PG,9,6-5,200,US,Florida State
303,1dff8f12-7c88-4699-8a70-072080c02b8a,Bob Thornton,1962-07-10,PF,6,6-10,225,US,"University of California, Irvine"
304,fe9d6771-4785-4f9f-b8b7-e2eeed0d17ba,Bob Weiss,1942-05-07,PG,10,6-2,180,US,Penn State
305,ba8f7a81-6bd0-41dc-88fd-bcaf4eebc216,Bob Wilkerson,1954-08-15,SF,6,6-6,195,US,Indiana
306,984fd3a1-bb9d-4668-9fdc-b0fbdd3857da,Boban Marjanović,1988-08-15,C,5,7-3,290,RS,
307,a41261bf-e02c-4bbb-a7dc-390e607eef36,Bobby Brown,1984-09-24,PG,3,6-2,175,US,Cal State Fullerton
308,1a423ed1-ddc7-455d-a564-dd47a3356704,Bobby Cattage,1958-08-17,PF,1,6-9,250,US,Auburn
309,ce0f4c20-a89f-4e7d-bf48-036b2c798fb3,Bobby Hurley,1971-06-28,PG,4,6-0,165,US,Duke
310,ac14e1cf-66e3-4614-9642-7f7434e89de5,Bobby Jackson,1973-03-13,PG,11,6-1,185,US,Minnesota
311,f39c645f-338a-4ec8-a4d5-3ff39dff3c6e,Bobby Jones,1951-12-18,PF,11,6-9,210,US,UNC
312,97d0731f-8b61-4b79-a2df-211f15ef3a0f,Bobby Jones,1984-01-09,SF,1,6-7,215,US,Washington
313,1c7a6f41-ba85-4363-9df1-33ff271f80a4,Bobby Phills,1969-12-20,SG,5,6-5,210,US,Southern University and A&M College
314,d60995a1-dfc6-4148-a673-a91e2449ba12,Bobby Portis,1995-02-10,C,5,6-10,250,US,Arkansas
315,b40d6493-2b02-4de0-be1a-96497ca8c536,Bobby Simmons,1980-06-02,SF,9,6-7,210,US,DePaul
316,a7465809-085a-49b2-8938-6447ebde2e38,Bobby Wilson,1951-01-15,SG,3,6-3,175,US,Wichita State
317,9f2034a5-561e-49ed-a40b-015f96a2caf8,Bogdan Bogdanović,1992-08-18,SG,3,6-6,220,RS,
318,a8cff13f-a4da-46ff-a0c4-046ad4d38fb9,Bojan Bogdanović,1989-04-18,SF,6,6-7,226,BA,
319,09dd0470-33d2-4c3c-881a-0586f64d65d5,Bol Bol,1999-11-16,PF,1,7-2,220,SD,Oregon
320,6ef159ba-9883-4f36-952b-d9871c50d2be,Boniface N'Dong,1977-03-09,C,R,7-0,198,SN,
321,9e8956c5-61bf-410c-bff1-00318edddf6b,Bonzi Wells,1976-09-28,SG,9,6-5,210,US,Ball State University
322,f20d6cda-1b14-4f36-a7f5-16269f52f530,Bonzie Colson,1996-01-12,SF,R,6-6,224,US,Notre Dame
323,2197eaa7-6fa7-4f69-a861-4bc3e60a1cc8,Boris Diaw,1982-04-16,PF,13,6-8,250,FR,
324,de990246-a569-4ae6-888c-abe99c241cc1,Boštjan Nachbar,1980-07-03,PF,5,6-9,221,SI,
325,00406516-e244-4a08-b5aa-c5452d421d34,Bracey Wright,1984-07-01,SG,1,6-3,210,US,Indiana
326,66c5ca89-ba46-4635-8d7d-788686ecf9d8,Brad Branson,1958-09-24,PF,1,6-10,220,US,SMU
327,0dcaba9c-3224-4445-afb4-fcad184c9ec6,Brad Daugherty,1965-10-19,C,7,7-0,245,US,UNC
328,de7c533f-9cfc-480e-a0b4-135577a650db,Brad Davis,1955-12-17,PG,14,6-3,180,US,Maryland
329,e8185dd8-610c-44a1-a284-c5f81caede25,Brad Holland,1956-12-06,SG,2,6-3,180,US,UCLA
330,ed7d65d6-a894-4dd8-8afd-8810dc9a2b17,Brad Lohaus,1964-09-29,PF,10,6-11,230,US,Iowa
331,9d0bd170-90a2-412f-a983-5ec7cfa6d33f,Brad Miller,1976-04-12,C,13,6-11,244,US,Purdue
332,dcf1e7e4-e732-4e96-a21a-4e2c82006b37,Brad Sellers,1962-12-17,PF,5,7-0,210,US,"Wisconsin, Ohio State"
333,97486d7c-a4d3-4fdf-8aaa-bf66be5eb4a0,Brad Wanamaker,1989-07-25,PG,2,6-3,210,US,Pitt
334,6be10aa9-0919-483f-8a39-28afa770147d,Brad Wright,1962-03-26,PF,1,6-11,225,US,UCLA
335,a9097aeb-ed9d-4782-9fce-64418697e630,Bradley Beal,1993-06-28,SG,8,6-4,207,US,Florida
336,f0b08eed-4754-4084-b9fe-fd726f6a3184,Brandan Wright,1987-10-05,PF,9,6-10,210,US,UNC
337,23c248e0-0dfd-46b7-9eec-7df91d15f3df,Branden Dawson,1993-02-01,PF,R,6-6,225,US,Michigan State
338,cc92f3c9-8b82-4366-a640-71039c34ee71,Brandin Knight,1981-12-16,PG,R,6-0,180,US,Pitt
339,b04108a0-8872-4c35-8c42-40e9ef8d9c65,Brandon Armstrong,1980-06-16,SG,2,6-5,188,US,Pepperdine
340,789b15ed-8e0b-4193-a143-2eb9e7a5d3ea,Brandon Bass,1985-04-30,PF,11,6-8,250,US,LSU
341,24da3d1b-9384-4e38-8715-84a41b915a5c,Brandon Clarke,1996-09-19,PF,1,6-8,215,CA,"San Jose State, Gonzaga"
342,3288efca-023e-4e6b-bebc-9f67ee123fe7,Brandon Davies,1991-07-25,PF,1,6-10,240,US,BYU
343,e8c743df-3984-45af-a505-6f1397d16bd9,Brandon Goodwin,1995-10-02,PG,2,6-0,180,US,"Central Florida, Florida Gulf Coast"
344,95500970-4d53-4991-b16e-07d157eaab55,Brandon Hunter,1980-11-24,PF,1,6-7,260,US,Ohio University
345,c7386268-e045-4842-b7cc-a0e57e2ff599,Brandon Ingram,1997-09-02,SF,4,6-8,190,US,Duke
346,a011e231-cbaa-4112-a1ff-f37e416285f3,Brandon Jennings,1989-09-23,PG,8,6-1,170,US,
347,74ca2eb6-ec4b-46af-a0b2-1d294bbb8ad8,Brandon Knight,1991-12-02,PG,7,6-2,182,US,Kentucky
348,e1056bcd-427b-4e0a-96b9-04e439c719c4,Brandon Paul,1991-04-30,SG,R,6-4,200,US,Illinois
349,c1f46864-eb38-4758-8ca3-36c618b22fcc,Brandon Roy,1984-07-23,SG,5,6-6,215,US,Washington
350,184f3969-ca57-4fd1-b526-25d82fda6dc7,Brandon Rush,1985-07-07,SG,8,6-6,220,US,Kansas
351,2ff93a01-ac5d-4021-9657-3085a446b333,Brandon Sampson,1997-05-01,SG,R,6-5,184,US,LSU
352,9bff2804-4257-45c9-abd5-54463d4f1dd3,Brandon Williams,1975-02-27,SF,2,6-6,215,US,Davidson
353,6c5fedc9-90b1-4bee-b5c0-07c49d3d9ebd,Brant Weidner,1960-10-28,PF,R,6-9,230,US,William & Mary
354,b2441ffc-6514-4410-8490-2124e14f2e10,Brendan Haywood,1979-11-27,C,12,7-0,268,US,UNC
355,2b62d7e2-00e2-464f-b1c6-230aca5d99cd,Brent Barry,1971-12-31,SG,13,6-6,185,US,Oregon State
356,c7d4a63c-d2f4-4213-b3bf-1d8c72f2fad9,Brent Price,1968-12-09,PG,8,6-1,165,US,"South Carolina, Oklahoma"
357,6082003c-2e92-413b-be31-6c9165f6ee3c,Brent Scott,1971-06-15,PF,R,6-10,250,US,Rice University
358,894440ea-3d80-400d-a529-cfa8a0d37644,Brett Szabo,1968-02-01,C,R,6-11,230,US,Augustana College (SD)
359,e84d3c9b-f987-4309-8a66-30fa54eda93b,Brett Vroman,1955-12-25,C,R,7-0,220,US,"UCLA, UNLV"
360,cf525562-a91e-4b29-8db5-5f8bc73c376c,Brevin Knight,1975-11-08,PG,11,5-10,173,US,Stanford
361,f0090ed3-6a97-4510-8424-4bfba84aacb4,Brian Bowen,1998-10-02,SF,1,6-6,190,US,
362,3420df26-c8c4-4615-8ea3-a87c938f5510,Brian Cardinal,1977-05-02,SF,11,6-8,245,US,Purdue
363,0c9e3e18-22aa-407e-9a7b-844127a706da,Brian Cook,1980-12-04,PF,8,6-9,234,US,Illinois
364,688f76ed-86f9-483e-97fa-bc628b8056c5,Brian Davis,1970-06-21,SF,R,6-7,200,US,Duke
365,717abca2-6bea-4ec1-b9c4-3457008be21b,Brian Evans,1973-09-13,SF,2,6-8,220,US,Indiana
366,cfcec54c-164b-4e57-96bb-1ab69215e675,Brian Grant,1972-03-05,C,11,6-9,254,US,Xavier
367,7c059066-0d2c-4f8c-9be9-b566d4382f45,Brian Howard,1967-10-19,SF,1,6-6,204,US,NC State
368,a7c96579-8670-4fb7-8da5-b3e8a472ea3c,Brian Martin,1962-08-18,SF,R,6-9,212,US,Kansas
369,4f0ebe3f-c59a-40fa-bd7a-c5da60450192,Brian Oliver,1968-06-01,SG,3,6-4,210,US,Georgia Tech
370,4b5f2309-fc37-47de-864e-d4a29dcc5007,Brian Quinnett,1966-05-30,SG,2,6-8,235,US,Washington State
371,b1be3fe9-9626-456f-82b8-dd12e8213e51,Brian Roberts,1985-12-03,PG,4,6-1,173,US,Dayton
372,bc8d6c16-5bee-4521-92a5-1d6e9f18d558,Brian Rowsom,1965-10-23,PF,R,6-9,220,US,UNC Wilmington
373,2cc5edbe-dd18-4a98-a4f2-50f9ecc67d03,Brian Scalabrine,1978-03-18,PF,10,6-9,241,US,USC
374,d8aa2e7d-e94a-4bf8-9acc-e1b0dd232fff,Brian Shaw,1966-03-22,PG,13,6-6,190,US,"Saint Mary's, UC Santa Barbara"
375,1bd14485-bf82-44bf-997d-a2e150ae268e,Brian Skinner,1976-05-19,C,13,6-9,255,US,Baylor
376,33e21e23-5713-46b7-9fca-590358980148,Brian Taylor,1951-06-09,PG,9,6-2,185,US,Princeton
377,4f0c2f46-3ad8-438a-9a90-dfa63c02a293,Brian Winters,1952-03-01,SG,8,6-4,185,US,South Carolina
378,22981762-68d9-4ff5-a1bc-c0da9e8efa33,Briante Weber,1992-12-29,PG,2,6-2,165,US,VCU
379,9981599d-d12e-4def-9d18-022cde49d13a,Brice Johnson,1994-06-27,PF,1,6-10,230,US,UNC
380,d1f80005-36f4-497b-a6d0-7fad25bffbc6,Britton Johnsen,1979-07-08,SF,1,6-10,210,US,Utah
381,1cf545ff-4fd3-49de-a79b-ae03671d5b2b,Brodric Thomas,1997-01-28,SG,R,6-5,185,US,Truman State University
382,0a251fe0-8486-4cca-8c55-38b071991560,Brook Lopez,1988-04-01,C,12,7-0,282,US,Stanford
383,8f9ed605-d6ea-4c13-9540-1af0b05715f6,Brook Steppe,1959-11-07,PG,4,6-5,195,US,Georgia Tech
384,2d3f23ff-5ac2-4b27-aabe-948375d4b874,Brooks Thompson,1970-07-19,PG,3,6-4,193,US,"Texas A&M, Oklahoma State"
385,4dc87f9e-220a-44aa-975f-aecac49a13a5,Bruce Bowen,1971-06-14,SF,12,6-7,185,US,Cal State Fullerton
386,d681d96a-f3f0-47b5-b8d4-d0400e818526,Bruce Brown,1996-08-15,PG,2,6-4,202,US,Miami (FL)
387,1fc326f4-46de-4179-a615-263648af2853,Bruce Douglas,1964-04-09,SG,R,6-3,195,US,Illinois
388,9b11ea88-978e-4794-983e-d0522c22c5ad,Bruce Flowers,1957-06-13,PF,R,6-8,225,US,Notre Dame
389,c9cb8161-e750-4d53-ad1a-260827a85e07,Bruce Kuczenski,1961-02-03,PF,R,6-10,230,US,UConn
390,bc6960ff-4bf1-4be3-936b-6e0015475efb,Bruce Seals,1953-06-18,SF,4,6-8,210,US,Xavier University of Louisiana
391,961aff19-b91b-4471-b395-ca77e36cca22,Bruno Caboclo,1995-09-21,PF,6,6-9,218,BR,
392,7c25eb03-4177-48bb-a093-07d170b0676e,Bruno Fernando,1998-08-15,C,1,6-9,240,AO,Maryland
393,c2f8fe64-e941-405a-83a0-7883f054f230,Bruno Šundov,1980-02-10,C,6,7-2,220,HR,
394,3528fa9c-ecd7-49fe-b1df-e1c3532f8a02,Bryan Warrick,1959-07-22,PG,3,6-5,195,US,Saint Joseph's
395,2364d291-edf1-499d-a97a-a093a83862d4,Bryant Reeves,1973-06-08,C,5,7-0,275,US,Oklahoma State
396,a7a21220-2273-4433-b5d1-36a721e4f066,Bryant Stith,1970-12-10,SG,9,6-5,208,US,Virginia
397,da499eaf-1f55-4990-829d-f9950497428f,Bryce Cotton,1992-08-11,PG,1,6-1,165,US,Providence
398,04682ce5-fe74-4a20-bfae-5b259caf18bf,Bryce Dejean-Jones,1992-08-21,SG,R,6-6,209,US,"USC, UNLV, Iowa State"
399,b48dfb56-8c25-4a03-8590-9c8a4423e467,Bryce Drew,1974-09-21,PG,5,6-2,185,US,Valparaiso
400,355f59bd-632a-4dd9-9b83-b0edde6756c4,Bryn Forbes,1993-07-23,SG,4,6-2,205,US,Michigan State
401,7e51a0f3-78bb-442a-b8f9-62feaa4d3961,Bryon Russell,1970-12-31,SF,12,6-7,225,US,Cal State Long Beach
402,6e8cafbf-4945-48a4-b40c-e45b107a6c54,Bubba Wells,1974-07-26,SG,R,6-5,230,US,Austin Peay State University
403,af7d2fc7-91ab-41b2-bb73-65bc81e48960,Bubba Wilson,1955-08-07,SG,R,6-3,175,US,Western Carolina University
404,074afaaa-5293-4694-9cfd-a439b187e401,Bubbles Hawkins,1954-06-30,SG,3,6-4,190,US,Illinois State
405,e7116ee4-63a0-45eb-8404-252d6aafc63d,Buck Johnson,1964-01-03,SF,5,6-7,190,US,Alabama
406,943286ae-5976-403a-9c38-ae5b45429284,Buck Williams,1960-03-08,PF,16,6-8,215,US,Maryland
407,50a03eef-d5cb-4d9e-a1a1-74091bd088b4,Bud Stallworth,1950-01-18,SF,4,6-5,190,US,Kansas
408,8fa683dc-21c2-4e2e-850e-988fc5482a6d,Buddy Hield,1992-12-17,SG,4,6-4,220,BS,Oklahoma
409,d162becc-da53-496c-b470-212520abf902,Butch Beard,1947-05-04,PG,8,6-3,185,US,Louisville
410,6d2c40ec-140c-4d3f-a653-ce9234770fec,Butch Carter,1958-06-11,SG,5,6-5,180,US,Indiana
411,e550aef9-f848-4145-b8c2-600b0bfb4647,Butch Feher,1954-05-19,SG,R,6-4,185,US,Vanderbilt
412,3f38645b-07ba-4d2d-b783-74ca405faf2e,Butch Graves,1962-01-05,SG,R,6-3,200,US,Yale
413,1139ff1f-f6ce-4741-b110-d1dc3dff903d,Butch Lee,1956-12-05,PG,1,6-0,185,PR,Marquette
414,c77d1e8c-0f43-447e-bae1-d4d48449068c,Byron Beck,1945-01-25,PF,9,6-9,225,US,Denver
415,f1cfdbdd-34d2-4b46-b503-5e6bb39695b7,Byron Dinkins,1967-06-15,PG,1,6-1,170,US,UNC Charlotte
416,a5f2727d-a506-44fb-84ad-69e4a5f7a1f7,Byron Houston,1969-11-22,PF,3,6-5,250,US,Oklahoma State
417,b6e3c2ab-259d-47e8-a6b7-cb94759480af,Byron Irvin,1966-12-02,SG,R,6-5,190,US,"Arkansas, Missouri"
418,1c7a8d8c-5e7a-4d09-b573-c082e9398fe5,Byron Mullens,1989-02-14,C,4,7-0,275,US,Ohio State
419,ff9674e2-f43a-4004-8040-22ca0bcfd786,Byron Scott,1961-03-28,SG,13,6-3,195,US,Arizona State
420,5842a998-f7b9-4806-ab94-0ccdb74b6a39,C.J. Kupec,1953-01-26,SF,2,6-6,220,US,Michigan
421,b9d6061f-bcdd-4bba-9ee6-7d882eb2868c,C.J. Miles,1987-03-18,SF,14,6-6,220,US,
422,39239581-a660-47b9-a1c2-b28b0e01c8d8,C.J. Watson,1984-04-17,PG,9,6-2,175,US,Tennessee
423,6b43c515-e091-46f9-8791-5b65319e45a5,C.J. Wilcox,1990-12-30,SG,2,6-5,195,US,Washington
424,f306df92-8615-45cb-b896-88128ec4012e,C.J. Williams,1990-02-06,SG,1,6-5,226,US,NC State
425,96c7d39a-1115-4dfd-9da1-fa3b96eb288b,CJ Elleby,2000-06-16,SF,R,6-6,200,US,Washington State
426,a8da3719-172a-4018-b257-ebd3b57991cb,CJ McCollum,1991-09-19,SG,7,6-3,190,US,Lehigh
427,065a74e4-831a-4ad1-b945-637db76478aa,Cal Bowdler,1977-03-31,PF,2,6-10,245,US,Old Dominion
428,25afbe42-7731-4e06-aa6c-d1047579c44e,Calbert Cheaney,1971-07-17,SF,12,6-7,209,US,Indiana
429,641588b1-626e-435b-9a11-041c998090ec,Caldwell Jones,1950-08-04,PF,16,6-11,217,US,Albany State University
430,6cf1dbad-122f-4abb-9e32-705fd7412e6a,Caleb Martin,1995-09-28,SF,1,6-5,205,US,"NC State, Nevada"
431,714fdc1d-27eb-4f7d-8f6e-2a3c2036edce,Caleb Swanigan,1997-04-18,C,2,6-9,260,US,Purdue
432,85ad4fec-75a3-4385-bfe3-5657846dc9dc,Calvin Booth,1976-05-07,C,9,6-11,230,US,Penn State
433,fcde5c94-c121-4a4d-9301-5005f5dd7fb6,Calvin Garrett,1956-07-11,SF,3,6-7,190,US,"Austin Peay State University, Oral Roberts"
434,c1bbc5c8-f119-40dd-bd40-5765063222a8,Calvin Murphy,1948-05-09,PG,12,5-9,165,US,Niagara University
